,authId,eccs,papers,pianyiliang,Hindex
734,'auId': 2308096325,2,1,2,1
4533,'auId': 2308115250,152,1,152,1
2890,'auId': 2308152364,11,1,11,1
3180,'auId': 2308163177,147,2,73.5,2
5047,'auId': 2308266170,1,1,1,1
5271,'auId': 2308368589,4,1,4,1
1072,'auId': 2308492558,4,1,4,1
2118,'auId': 2308618899,61,1,61,1
5015,'auId': 2308666198,521,5,104.2,4
664,'auId': 2308718086,56,1,56,1
2021,'auId': 2308754207,18,1,18,1
2195,'auId': 2308824398,270,1,270,1
4890,'auId': 2308837883,6,1,6,1
4852,'auId': 2308957398,17,1,17,1
1042,'auId': 2309010401,16,1,16,1
381,'auId': 2309067934,6,1,6,1
807,'auId': 2309200372,6,1,6,1
1044,'auId': 2309201337,228,3,76,3
4721,'auId': 2309259632,11,1,11,1
5125,'auId': 2309277217,3,1,3,1
3823,'auId': 2309463568,3,1,3,1
3546,'auId': 2309553220,2026,2,1013,2
3486,'auId': 2309622306,20,1,20,1
224,'auId': 2309645715,271,2,135.5,2
4754,'auId': 2309649543,93,1,93,1
1781,'auId': 2309731995,18,1,18,1
5105,'auId': 2309773291,136,1,136,1
4622,'auId': 2309791366,0,1,0,0
536,'auId': 2309815513,1,1,1,1
5033,'auId': 2309860897,104,1,104,1
4439,'auId': 2310006068,58,1,58,1
4480,'auId': 2310029592,3,2,1.5,1
864,'auId': 2310037432,2,1,2,1
1681,'auId': 2310040352,3,1,3,1
1584,'auId': 2310064558,77,1,77,1
3076,'auId': 2310069930,144,2,72,2
3652,'auId': 2310128742,12,1,12,1
3824,'auId': 2310149502,24,1,24,1
950,'auId': 2310191432,143,1,143,1
76,'auId': 2310197078,1,1,1,1
4221,'auId': 2310218167,9,1,9,1
2866,'auId': 2310298013,69,1,69,1
3685,'auId': 2310402581,474,1,474,1
4979,'auId': 2310473943,4,1,4,1
3746,'auId': 2310551464,7,1,7,1
5722,'auId': 2310563439,1,2,0.5,1
3423,'auId': 2310620010,18,1,18,1
5578,'auId': 2310621686,22,2,11,2
601,'auId': 2310636063,28,2,14,2
3672,'auId': 2310638623,3,1,3,1
2437,'auId': 2310679459,17,1,17,1
788,'auId': 2310743415,58,2,29,2
3809,'auId': 2311012942,1206,1,1206,1
1427,'auId': 2311022070,137,1,137,1
11,'auId': 2311030013,73,1,73,1
5576,'auId': 2311081111,79,4,19.75,4
473,'auId': 2311085180,678,1,678,1
92,'auId': 2311101318,6,1,6,1
4162,'auId': 2311127731,157,2,78.5,2
1183,'auId': 2311199632,290,1,290,1
1871,'auId': 2311222326,19,1,19,1
4847,'auId': 2311363246,17,1,17,1
1473,'auId': 2311787145,350,3,116.67,3
1559,'auId': 2311803643,7,1,7,1
2279,'auId': 2311885990,8,1,8,1
949,'auId': 2312000221,422,6,70.33,5
3230,'auId': 2312049451,4,1,4,1
105,'auId': 2312071599,4,1,4,1
3481,'auId': 2312141597,168,1,168,1
4416,'auId': 2312702745,105,1,105,1
4805,'auId': 2313442844,201,1,201,1
2778,'auId': 2313495471,5,1,5,1
2618,'auId': 2313657906,311,3,103.67,3
2408,'auId': 2313833650,24,1,24,1
2634,'auId': 2313896761,546,3,182,2
1509,'auId': 231413593,801,2,400.5,2
1296,'auId': 2314157876,85,1,85,1
1050,'auId': 2314215192,0,1,0,0
4918,'auId': 2314225055,10,1,10,1
5210,'auId': 2314522249,21,1,21,1
1527,'auId': 2314587684,21,1,21,1
3980,'auId': 2315493685,11,1,11,1
1047,'auId': 2317171462,25,4,6.25,3
2483,'auId': 2317536208,72,1,72,1
2845,'auId': 2317589081,17,1,17,1
5552,'auId': 2317965582,9,1,9,1
3017,'auId': 2318000373,2,1,2,1
3598,'auId': 2318206149,33,1,33,1
1229,'auId': 2319081303,2,1,2,1
5286,'auId': 2319420563,27,1,27,1
2903,'auId': 2321421521,105,1,105,1
4500,'auId': 2321549074,8,1,8,1
4835,'auId': 2321574165,1,1,1,1
5693,'auId': 2321915298,4,1,4,1
4684,'auId': 2322746966,65,1,65,1
5650,'auId': 2323553286,0,1,0,0
241,'auId': 2324601420,1,1,1,1
4874,'auId': 2325341517,14,2,7,1
1157,'auId': 2325796145,6,1,6,1
4385,'auId': 2326517690,553,3,184.33,3
3552,'auId': 2326583765,7,1,7,1
4116,'auId': 2326692705,8,1,8,1
4450,'auId': 2326791136,27,1,27,1
643,'auId': 2326885073,0,1,0,0
4921,'auId': 2328522601,734,10,73.4,8
313,'auId': 2328658054,123,2,61.5,2
1570,'auId': 2330302558,803,1,803,1
4746,'auId': 233042646,304,11,27.64,6
3087,'auId': 2330437035,8,3,2.67,2
5002,'auId': 2330451,283,4,70.75,4
5071,'auId': 2330476625,6,1,6,1
2970,'auId': 2331823467,5,1,5,1
888,'auId': 2333311500,52,1,52,1
2159,'auId': 2333330120,13,1,13,1
5504,'auId': 233435501,17,1,17,1
4060,'auId': 2334564450,0,1,0,0
3735,'auId': 2334675968,8,1,8,1
4426,'auId': 2335060312,54,1,54,1
906,'auId': 2335352784,541,1,541,1
4028,'auId': 2335568110,25,1,25,1
4170,'auId': 2335651288,100,1,100,1
2824,'auId': 2336159075,96,1,96,1
2897,'auId': 2336379606,9,1,9,1
50,'auId': 2336810427,38,2,19,2
5519,'auId': 2336817648,4,1,4,1
2211,'auId': 2336868835,156,1,156,1
2389,'auId': 2336953491,6,1,6,1
3692,'auId': 2337349404,2,1,2,1
2516,'auId': 233778557,82,3,27.33,3
994,'auId': 2338117446,347,12,28.92,6
1398,'auId': 2338273163,3,1,3,1
3488,'auId': 2338682542,33,1,33,1
425,'auId': 233906090,5,2,2.5,1
3281,'auId': 2339259426,3,1,3,1
583,'auId': 2339906123,10,1,10,1
2592,'auId': 2339982338,0,1,0,0
4825,'auId': 2340165285,3,1,3,1
298,'auId': 2340788424,4,1,4,1
5573,'auId': 2340852421,6,1,6,1
1175,'auId': 2342432105,5,1,5,1
344,'auId': 2342447805,11,1,11,1
3445,'auId': 234273277,52,7,7.43,4
2426,'auId': 2342814150,2,1,2,1
3527,'auId': 2342852903,2,1,2,1
2125,'auId': 2342912413,27,1,27,1
1446,'auId': 2343055381,351,1,351,1
4590,'auId': 2343108657,82,6,13.67,4
3027,'auId': 2343535024,10,1,10,1
4339,'auId': 2343632159,56,2,28,2
4099,'auId': 2344186612,0,1,0,0
2759,'auId': 2344430977,5,1,5,1
4430,'auId': 2344539050,268,3,89.33,3
4770,'auId': 2344630450,26,1,26,1
968,'auId': 2344645455,147,1,147,1
478,'auId': 2344676248,0,1,0,0
3868,'auId': 2344754685,30,1,30,1
5216,'auId': 2344777615,3,1,3,1
5759,'auId': 2344890127,6,1,6,1
2617,'auId': 2345003782,126,2,63,2
5242,'auId': 2345319402,89,1,89,1
936,'auId': 2345449743,22,1,22,1
2529,'auId': 2345518598,89,1,89,1
3114,'auId': 2345639791,14,2,7,2
2402,'auId': 2345794388,2,1,2,1
3881,'auId': 2345819562,23,2,11.5,2
1933,'auId': 2345927361,9,1,9,1
3229,'auId': 2346299180,98,1,98,1
2790,'auId': 2346486189,171,1,171,1
3086,'auId': 2346959730,96,1,96,1
2032,'auId': 2347927645,10,1,10,1
2396,'auId': 2347934206,30,1,30,1
242,'auId': 2355864161,12,1,12,1
2228,'auId': 2360825425,205,1,205,1
3060,'auId': 236590216,20,1,20,1
3742,'auId': 2367911745,525,1,525,1
5621,'auId': 2369031059,156,1,156,1
5374,'auId': 237352020,12,3,4,3
2757,'auId': 2381883701,45,2,22.5,2
1707,'auId': 238194829,17,1,17,1
2264,'auId': 2383072854,9,1,9,1
4872,'auId': 2388016256,40,2,20,2
2404,'auId': 2388919843,78,5,15.6,5
4990,'auId': 239480343,21,1,21,1
3917,'auId': 2395003191,5,1,5,1
518,'auId': 2395024022,73,7,10.43,6
2442,'auId': 2395842914,5,1,5,1
677,'auId': 2396073053,40,2,20,2
3426,'auId': 2396181419,761,3,253.67,3
4484,'auId': 2396240371,620,1,620,1
1203,'auId': 2397241174,1695,10,169.5,8
4486,'auId': 2397332597,56,1,56,1
5808,'auId': 2398908067,1,1,1,1
3151,'auId': 2401455939,0,1,0,0
3311,'auId': 2401622204,5,2,2.5,1
4300,'auId': 2401920469,86,3,28.67,3
5157,'auId': 2402298466,21,2,10.5,2
5548,'auId': 240297064,75,4,18.75,3
2793,'auId': 2405240981,3,1,3,1
2943,'auId': 2405687383,15,1,15,1
1826,'auId': 2405762549,8,2,4,1
4353,'auId': 2406959339,4,1,4,1
91,'auId': 2407455571,318,5,63.6,5
4637,'auId': 2407474466,32,1,32,1
2675,'auId': 2407982915,3,1,3,1
3172,'auId': 2409260842,2328,36,64.67,15
4818,'auId': 2410375619,1,1,1,1
4455,'auId': 2410413459,21,1,21,1
4980,'auId': 241173252,2,1,2,1
4433,'auId': 2414494727,58,1,58,1
2340,'auId': 2414588085,55,1,55,1
5704,'auId': 2415205174,5,1,5,1
238,'auId': 2417153716,133,4,33.25,3
2945,'auId': 2417157980,26,1,26,1
5684,'auId': 241899517,84,4,21,3
357,'auId': 2419457631,2,1,2,1
732,'auId': 2419709333,3,2,1.5,1
186,'auId': 2419968175,7,1,7,1
2467,'auId': 2420008042,7,1,7,1
1999,'auId': 2420081317,2,1,2,1
2818,'auId': 2420350212,0,1,0,0
2812,'auId': 2420432847,18,2,9,1
4039,'auId': 2420433332,16,1,16,1
5057,'auId': 2420668667,11,1,11,1
3056,'auId': 2421202396,12,1,12,1
5388,'auId': 2421278887,6,1,6,1
4155,'auId': 2421601407,18,2,9,2
2212,'auId': 2421694589,10,1,10,1
4148,'auId': 2421776339,20,1,20,1
3300,'auId': 2421852268,6,1,6,1
3638,'auId': 2422214769,18,1,18,1
225,'auId': 2422299352,26,1,26,1
5586,'auId': 2422625994,55,1,55,1
5308,'auId': 2422807400,10,1,10,1
3524,'auId': 2422836859,2,1,2,1
4904,'auId': 2423075020,14,1,14,1
1912,'auId': 2423330096,10,1,10,1
4008,'auId': 2423664004,6,1,6,1
201,'auId': 2424061152,16,1,16,1
3052,'auId': 2424151874,199,1,199,1
2914,'auId': 242415709,154,1,154,1
4781,'auId': 2424239197,20,1,20,1
2728,'auId': 2425441299,16,1,16,1
2522,'auId': 2426065067,12,1,12,1
3046,'auId': 2426295800,6,1,6,1
1420,'auId': 242635728,127,4,31.75,3
1012,'auId': 2427220611,11,1,11,1
3903,'auId': 2427340088,7,1,7,1
1772,'auId': 2427561029,12,1,12,1
4899,'auId': 2427821023,143,1,143,1
4596,'auId': 242798638,24,1,24,1
2538,'auId': 2428752900,26,1,26,1
3866,'auId': 2428906785,0,1,0,0
5344,'auId': 2429081565,22,1,22,1
210,'auId': 2429189427,2,1,2,1
1501,'auId': 2429261562,6,1,6,1
1737,'auId': 2429429126,630,4,157.5,4
3733,'auId': 2429580303,12,1,12,1
1450,'auId': 2429602465,253,2,126.5,2
1199,'auId': 2430826622,25,2,12.5,2
5627,'auId': 2430958914,0,1,0,0
1831,'auId': 2431375427,4,1,4,1
3990,'auId': 2432050002,355,1,355,1
4405,'auId': 2432180008,223,1,223,1
5076,'auId': 2432230020,0,1,0,0
39,'auId': 2432431124,1,1,1,1
4503,'auId': 2432558889,2,1,2,1
3801,'auId': 243317564,120,3,40,2
1856,'auId': 2433212974,12,1,12,1
1487,'auId': 2433250351,44,2,22,2
2766,'auId': 2434688645,64,1,64,1
1711,'auId': 2434723591,10,1,10,1
517,'auId': 2434733189,34,1,34,1
2733,'auId': 2434866819,13,3,4.33,2
3323,'auId': 2435156630,137,1,137,1
2221,'auId': 2435260474,4,1,4,1
4730,'auId': 2435392805,1,1,1,1
1347,auId': 2435751034,17351,65,266.94,37
3609,'auId': 2435990468,12,1,12,1
1283,'auId': 2436396206,11,1,11,1
5135,'auId': 2436546264,9,1,9,1
180,'auId': 2437038370,3,1,3,1
1381,'auId': 2437071335,14,2,7,1
3993,'auId': 2437310069,97,7,13.86,7
3000,'auId': 2437776675,3,1,3,1
833,'auId': 2437857746,11,1,11,1
3381,'auId': 2438011470,2,1,2,1
5646,'auId': 2438168742,1,1,1,1
2591,'auId': 2439083934,3,2,1.5,1
1777,'auId': 2439194361,0,1,0,0
4297,'auId': 2439439176,16,3,5.33,2
1955,'auId': 2439778957,284,3,94.67,3
4193,'auId': 243981275,1116,10,111.6,7
171,'auId': 2440006205,267,2,133.5,2
456,'auId': 2440611514,75,1,75,1
1106,'auId': 2440825681,0,1,0,0
7,'auId': 2441597486,0,1,0,0
3714,'auId': 2441607621,13,1,13,1
1770,'auId': 2442289113,16,1,16,1
3212,'auId': 2442325438,38,4,9.5,4
761,'auId': 2443967568,401,8,50.13,7
5,'auId': 2444046767,0,1,0,0
688,'auId': 2444187925,4,1,4,1
3193,'auId': 2444383396,13,1,13,1
5392,'auId': 2444527716,69,2,34.5,1
3726,'auId': 2444658721,17,1,17,1
4310,'auId': 244542668,28,1,28,1
403,'auId': 245171893,806,4,201.5,4
5193,'auId': 24574532,765,8,95.63,7
2639,'auId': 2461132757,5,1,5,1
5194,'auId': 2461173635,5,1,5,1
3228,'auId': 2461220451,884,6,147.33,6
4285,'auId': 2461306359,61,3,20.33,3
5099,'auId': 2461368180,11,3,3.67,2
4893,'auId': 2461544960,8,1,8,1
3954,'auId': 2461661639,14,1,14,1
3593,'auId': 2461982183,783,1,783,1
1528,'auId': 2462017420,5,1,5,1
2162,'auId': 2462100541,4,4,1,2
1951,'auId': 2462121670,378,4,94.5,4
5760,'auId': 2462596896,136,1,136,1
1455,'auId': 2462785460,245,3,81.67,3
4370,'auId': 2462965341,82,1,82,1
2227,'auId': 2463082029,14,1,14,1
60,'auId': 2463525311,4,1,4,1
4210,'auId': 2463740870,200,2,100,2
3805,'auId': 2463851456,25,1,25,1
14,'auId': 246402936,31,1,31,1
106,'auId': 2464094287,250,1,250,1
791,'auId': 2464366260,4,1,4,1
1778,'auId': 2465111109,0,1,0,0
4566,'auId': 2465980647,23,1,23,1
5196,'auId': 2466850906,10,1,10,1
343,'auId': 2466861874,27,1,27,1
5329,'auId': 246708073,283,7,40.43,5
3454,'auId': 2467396810,98,1,98,1
362,'auId': 2467413543,12,1,12,1
5780,'auId': 2467444355,6,3,2,2
3365,'auId': 2467455696,6,1,6,1
3693,'auId': 2467465277,3,1,3,1
304,'auId': 2467525061,0,1,0,0
5554,'auId': 2467733054,265,4,66.25,4
3391,'auId': 2467740887,293,11,26.64,6
1812,'auId': 2467868669,375,3,125,3
3520,'auId': 2467949317,369,2,184.5,2
4177,'auId': 2468049152,41,3,13.67,3
5180,'auId': 2468872241,231,3,77,3
1422,'auId': 2468960519,2654,20,132.7,14
1155,'auId': 2469309197,1,1,1,1
1263,'auId': 2469405535,2562,12,213.5,11
3933,'auId': 2469544778,3,1,3,1
5404,'auId': 2469620852,491,9,54.56,6
2628,'auId': 2469981653,19,1,19,1
1827,'auId': 2470130636,677,4,169.25,4
173,'auId': 2470363587,321,5,64.2,4
3741,'auId': 2470656090,12,1,12,1
1893,'auId': 2471110422,373,2,186.5,2
181,'auId': 2471266901,266,1,266,1
1596,'auId': 2472035779,1565,14,111.79,9
3307,'auId': 2472211370,22,2,11,2
2208,'auId': 2472314777,9,1,9,1
5325,'auId': 2473549963,902,3,300.67,3
3030,'auId': 2473659101,12,1,12,1
3049,'auId': 2473727614,4,1,4,1
1189,'auId': 2474051171,6,1,6,1
2899,'auId': 2474265948,9,1,9,1
4512,'auId': 2475970063,14,1,14,1
489,'auId': 2476797237,2,1,2,1
5214,'auId': 2477127828,2,1,2,1
2861,'auId': 2477945057,1,1,1,1
3892,'auId': 2477967100,0,1,0,0
4368,'auId': 2477976331,8,1,8,1
1506,'auId': 2478547833,33,1,33,1
5630,'auId': 2478822375,30,3,10,2
257,'auId': 2478865069,3,1,3,1
3884,'auId': 2478938180,1,1,1,1
1660,'auId': 2479083840,14,1,14,1
1813,'auId': 2479086003,5,1,5,1
3570,'auId': 2479238559,3,1,3,1
1054,'auId': 2479609018,4,1,4,1
1210,'auId': 2479733746,1,1,1,1
4813,'auId': 248001634,5,1,5,1
1521,'auId': 2480075204,2,1,2,1
3786,'auId': 2480256940,6,1,6,1
3444,'auId': 2480886285,0,1,0,0
2987,'auId': 2481116439,11,1,11,1
5402,'auId': 2481352837,2,2,1,1
3542,'auId': 2481605392,10,1,10,1
1164,'auId': 2481620956,13,1,13,1
4599,'auId': 2481931452,16,1,16,1
2062,'auId': 2481966571,463,1,463,1
2921,'auId': 2482448267,66,1,66,1
4163,'auId': 2482576502,7,1,7,1
3351,'auId': 2482871829,1,1,1,1
4387,'auId': 2483358142,2,1,2,1
321,'auId': 2483474139,24,1,24,1
2074,'auId': 2483499804,2,1,2,1
5299,'auId': 2483859128,92,1,92,1
606,'auId': 2484010469,34,1,34,1
4493,'auId': 2484424208,11,1,11,1
3429,'auId': 2485002069,473,3,157.67,3
4394,'auId': 2485263595,29,1,29,1
4311,'auId': 2485446691,11,2,5.5,2
5435,'auId': 2485496356,168,1,168,1
4827,'auId': 2485658939,62,1,62,1
2478,'auId': 2485778211,2,1,2,1
4692,'auId': 2486030179,1,1,1,1
1110,'auId': 248646318,19,3,6.33,2
534,'auId': 2486673622,10,1,10,1
693,'auId': 2487660106,27,1,27,1
5318,'auId': 2487763170,4,1,4,1
5789,'auId': 2487798243,77,3,25.67,3
3113,'auId': 2488374639,6,1,6,1
1260,'auId': 2488390208,2,1,2,1
4457,'auId': 2488896116,15,1,15,1
3597,'auId': 2489153738,3,1,3,1
4520,'auId': 2489648997,1,1,1,1
3292,'auId': 2489812528,0,1,0,0
390,'auId': 2489899178,6,2,3,2
3044,'auId': 2490347672,15,1,15,1
1299,'auId': 2490896799,128,1,128,1
2341,'auId': 2492250741,1,1,1,1
3651,'auId': 2492771933,6,1,6,1
4481,'auId': 2492818283,27,1,27,1
3148,'auId': 249293198,0,1,0,0
4969,'auId': 2493009362,0,1,0,0
4044,'auId': 249328896,148,2,74,2
2944,'auId': 2493608278,6,1,6,1
2311,'auId': 2494103669,3,1,3,1
1298,'auId': 2494235649,22,1,22,1
1489,'auId': 2494288624,3,1,3,1
1168,'auId': 2494768598,23,1,23,1
1776,'auId': 2494854900,7,1,7,1
3756,'auId': 2494913728,1,1,1,1
2902,'auId': 2494928123,13,1,13,1
5348,'auId': 2495097682,0,1,0,0
2094,'auId': 24952794,1,1,1,1
4839,'auId': 2495352179,12,1,12,1
3567,'auId': 2495490019,2,1,2,1
5425,'auId': 2495596453,16,1,16,1
2115,'auId': 2495977014,90,1,90,1
2313,'auId': 2495993006,2,3,0.67,1
5531,'auId': 2496397830,4,1,4,1
2296,'auId': 2496730100,2,1,2,1
1967,'auId': 2496754654,3,1,3,1
5176,'auId': 2496873187,98,1,98,1
3831,'auId': 2496894361,3,1,3,1
2217,'auId': 2497190532,5,1,5,1
829,'auId': 2497372261,4,1,4,1
256,'auId': 2497584023,0,1,0,0
942,'auId': 2497622196,16,1,16,1
5149,'auId': 2497777409,5,1,5,1
4187,'auId': 2498180565,3,1,3,1
4306,'auId': 2498680278,0,1,0,0
3047,'auId': 2498847882,1,1,1,1
2873,'auId': 2498872248,2,1,2,1
792,'auId': 2498957761,19,1,19,1
1221,'auId': 2499289712,3,1,3,1
3085,'auId': 2499706350,4,1,4,1
3246,'auId': 2499711201,21,1,21,1
5737,'auId': 2500542812,6,1,6,1
1058,'auId': 2500689562,55,1,55,1
1822,'auId': 2500758049,16,1,16,1
525,'auId': 2501077681,1,1,1,1
3967,'auId': 2501147861,1,1,1,1
875,'auId': 2501580337,0,1,0,0
3218,'auId': 2502161905,7,1,7,1
5114,'auId': 2502251243,0,1,0,0
4849,'auId': 2502464611,5,1,5,1
4115,'auId': 2502819447,2,1,2,1
1729,'auId': 2502910214,8,1,8,1
4400,'auId': 2503171999,55,1,55,1
2484,'auId': 2503222904,4,1,4,1
2568,'auId': 2503468587,7,1,7,1
5660,'auId': 2503679655,4,1,4,1
2519,'auId': 2504381007,14,1,14,1
365,'auId': 2504572445,7,1,7,1
2181,'auId': 2504841366,3,1,3,1
360,'auId': 2504896833,2,2,1,1
4869,'auId': 2505147007,10,1,10,1
4922,'auId': 250543944,511,3,170.33,3
2412,'auId': 2505460804,2,1,2,1
2319,'auId': 2505822029,0,1,0,0
4117,'auId': 2506412301,0,1,0,0
3976,'auId': 2506641719,0,1,0,0
917,'auId': 2506768123,8,1,8,1
1490,'auId': 2507026171,58,1,58,1
654,'auId': 2507157443,3,1,3,1
837,'auId': 2507328297,5,2,2.5,2
5173,'auId': 2507425727,4,1,4,1
46,'auId': 2507546981,131,2,65.5,2
338,'auId': 2507609455,3,1,3,1
3149,'auId': 2507826111,9,1,9,1
632,'auId': 2507963744,1,1,1,1
3272,'auId': 2508079367,0,1,0,0
609,'auId': 2508188610,56,1,56,1
3451,'auId': 2508357439,2,1,2,1
5768,'auId': 2508407328,8,1,8,1
5267,'auId': 2508418068,4,2,2,1
1889,'auId': 2508449352,19,1,19,1
4026,'auId': 2508497037,2,1,2,1
5527,'auId': 2508590060,70,2,35,1
738,'auId': 2508882487,4,1,4,1
3036,'auId': 2508991500,3,1,3,1
2664,'auId': 2509101809,100,1,100,1
4335,'auId': 2509183072,82,1,82,1
3526,'auId': 2509279942,3,1,3,1
1866,'auId': 2509302515,27,2,13.5,2
3040,'auId': 2509381299,112,3,37.33,2
1930,'auId': 2509467199,10,1,10,1
2822,'auId': 2509533910,15,1,15,1
5699,'auId': 2509563517,15,1,15,1
5656,'auId': 2509582348,4,1,4,1
2250,'auId': 2509602724,3,2,1.5,1
4901,'auId': 2509681933,4,1,4,1
3013,'auId': 2509706880,1,1,1,1
1087,'auId': 2509766952,1,1,1,1
4377,'auId': 2509855338,56,1,56,1
3011,'auId': 2509965974,0,1,0,0
963,'auId': 2510112987,5,1,5,1
4431,'auId': 251023228,346,6,57.67,6
4817,'auId': 2510258701,4,1,4,1
448,'auId': 2510445983,3,1,3,1
5732,'auId': 2510453055,0,1,0,0
4830,'auId': 2510584720,2,1,2,1
5266,'auId': 2510654819,4,1,4,1
5383,'auId': 2510724990,1,1,1,1
3096,'auId': 2510813100,6,1,6,1
4873,'auId': 2510824733,14,1,14,1
5275,'auId': 2510864305,200,1,200,1
3623,'auId': 2510868871,16,1,16,1
1223,'auId': 2510986647,2,1,2,1
1653,'auId': 2510998445,15,1,15,1
2356,'auId': 2511097085,22,2,11,2
1070,'auId': 2511252980,12,1,12,1
1568,'auId': 2511333795,262,1,262,1
1209,'auId': 2511381523,3,1,3,1
4570,'auId': 2511392647,143,1,143,1
2259,'auId': 2511422314,8,1,8,1
2575,'auId': 2511455707,14,1,14,1
2405,'auId': 2511522705,55,1,55,1
3817,'auId': 2511793379,16,1,16,1
655,'auId': 2512114774,210,3,70,3
2659,'auId': 2512275828,0,1,0,0
40,'auId': 2512381318,25,2,12.5,2
154,'auId': 2512468772,2,1,2,1
4403,'auId': 2512783761,0,1,0,0
3669,'auId': 2512946911,7,1,7,1
3594,'auId': 2512976101,4,1,4,1
1553,'auId': 2512981872,372,1,372,1
804,'auId': 2513087722,357,2,178.5,2
5311,'auId': 2513098799,8,1,8,1
4669,'auId': 2513320887,10,1,10,1
1910,'auId': 2513580840,5,1,5,1
5417,'auId': 2513588412,5,1,5,1
2403,'auId': 2513695887,0,1,0,0
4984,'auId': 2513888418,6,1,6,1
1069,'auId': 2513929733,21,2,10.5,2
5219,'auId': 2513938630,297,6,49.5,6
2771,'auId': 2514095899,191,2,95.5,2
4318,'auId': 2514263958,8,1,8,1
2863,'auId': 2514608801,13,1,13,1
5184,'auId': 2514657084,0,1,0,0
2251,'auId': 2514692014,4,1,4,1
3385,'auId': 2514813052,22,1,22,1
4644,'auId': 2514864373,0,1,0,0
2780,'auId': 2514901059,23,1,23,1
1186,'auId': 2514926833,2,1,2,1
5664,'auId': 2515102321,0,1,0,0
3761,'auId': 2515370827,8,1,8,1
4947,'auId': 2515583172,4,1,4,1
2368,'auId': 2515796342,151,3,50.33,2
4277,'auId': 2515900391,20,1,20,1
4930,'auId': 2515944214,16,2,8,2
2283,'auId': 251596471,22,1,22,1
4997,'auId': 2516080751,223,1,223,1
2716,'auId': 2516283284,1,1,1,1
4347,'auId': 2516362565,2,1,2,1
5675,'auId': 2516611657,0,1,0,0
2202,'auId': 2516652696,2,1,2,1
158,'auId': 2516765381,0,1,0,0
429,'auId': 2516880800,136,1,136,1
741,'auId': 2516948678,2,1,2,1
2461,'auId': 2516975227,201,1,201,1
3317,'auId': 2517035023,35,1,35,1
2986,'auId': 2517052608,12,1,12,1
813,'auId': 2517065382,31,1,31,1
3302,'auId': 2517210667,13,2,6.5,2
5197,'auId': 2517284682,23,1,23,1
2422,'auId': 2517463838,2,1,2,1
4065,'auId': 2517556759,15,1,15,1
4934,'auId': 2517577616,6,1,6,1
4010,'auId': 2517771389,2,1,2,1
5143,'auId': 2517910439,3,1,3,1
951,'auId': 2518035427,8,1,8,1
3411,'auId': 2518042835,2,1,2,1
3782,'auId': 2518175929,0,1,0,0
4530,'auId': 2518313472,30,2,15,2
1668,'auId': 2519036905,0,1,0,0
1251,'auId': 2519036948,10,1,10,1
5129,'auId': 2519323498,1,1,1,1
3168,'auId': 2519385955,0,1,0,0
1677,'auId': 2519412082,205,1,205,1
4526,'auId': 2519704486,5,1,5,1
2694,'auId': 2519711649,2,2,1,1
2551,'auId': 2519804879,64,1,64,1
5372,'auId': 2519922951,9,1,9,1
707,'auId': 2520132164,8,1,8,1
4567,'auId': 2520233719,465,3,155,3
3073,'auId': 2520266005,13,1,13,1
3549,'auId': 2520973981,10,1,10,1
5386,'auId': 2521371571,44,2,22,2
388,'auId': 2521391950,24,1,24,1
2715,'auId': 2521566011,17,2,8.5,2
3988,'auId': 2521989890,7,1,7,1
3395,'auId': 2522186132,10,1,10,1
1415,'auId': 2522841308,12,1,12,1
2023,'auId': 2522909223,44,2,22,2
1113,'auId': 2522918874,14,1,14,1
3051,'auId': 2523211490,44,2,22,2
3601,'auId': 2523268902,0,1,0,0
744,'auId': 2523541150,9,1,9,1
4057,'auId': 2523561990,90,1,90,1
5758,'auId': 2523658514,9,1,9,1
3048,'auId': 2523828320,662,15,44.13,9
5629,'auId': 2524043411,76,8,9.5,5
3225,'auId': 2524080115,64,1,64,1
1664,'auId': 2524462901,621,11,56.45,9
2718,'auId': 2524784511,17,1,17,1
2966,'auId': 252479729,89,1,89,1
3649,'auId': 2524836766,1,1,1,1
426,'auId': 2524992345,525,1,525,1
55,'auId': 2525330040,5,1,5,1
251,'auId': 2525340034,52,1,52,1
5443,'auId': 2525401448,9,1,9,1
3437,'auId': 2525682495,15,2,7.5,1
4978,'auId': 2525900511,9,1,9,1
1780,'auId': 2526074477,450,4,112.5,4
5195,'auId': 2526225033,233,1,233,1
5198,'auId': 2526306906,7,1,7,1
3503,'auId': 2526445663,4,1,4,1
4460,'auId': 2526689615,11,1,11,1
3117,'auId': 2526870244,127,1,127,1
93,'auId': 252723055,2,1,2,1
2647,'auId': 2527269356,14,1,14,1
737,'auId': 2527449994,2018,1,2018,1
2030,'auId': 2527582025,7,2,3.5,2
1482,'auId': 2527779578,3,1,3,1
5618,'auId': 2528216116,27,1,27,1
3134,'auId': 2528430459,72,1,72,1
2393,'auId': 2528491218,4,1,4,1
1630,'auId': 2529073591,375,3,125,3
3563,'auId': 252962262,15,1,15,1
4036,'auId': 2529691756,4,1,4,1
4822,'auId': 2530161965,30,1,30,1
740,'auId': 2530293674,172,1,172,1
282,'auId': 2530423954,13,1,13,1
3294,'auId': 2530563799,11,1,11,1
1144,'auId': 2530591300,0,1,0,0
1532,'auId': 2530595399,63,1,63,1
2596,'auId': 2530609213,143,1,143,1
5593,'auId': 2530799299,6,1,6,1
1406,'auId': 2530953018,10,1,10,1
